hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Northside Community Hospital,Urban,200,1,1,12,3,0.152,1,262.4,1.0
Valley Health Infirmary,Rural,120,3,5,7,4,0.158,0,227.2,1.0
St. Jude General Hospital,Rural,250,5,6,21,4,0.157,0,257.8,1.0
St. Jude General Hospital,Rural,250,3,5,9,3,0.122,1,238.0,1.0
Riverside Medical Center,Rural,120,1,1,16,2,0.285,0,189.5,1.4
Metro Care Hospital,Urban,350,7,5,6,1,0.205,1,150.2,1.3
Metro Care Hospital,Urban,350,7,3,16,3,0.275,1,149.8,1.8
Metro Care Hospital,Urban,350,10,4,22,3,0.261,1,156.0,1.5
Valley Health Infirmary,Rural,120,12,0,17,3,0.288,1,170.1,2.0
Metro Care Hospital,Urban,350,8,1,23,5,0.221,1,178.0,1.7
St. Jude General Hospital,Rural,250,5,3,1,3,0.142,1,212.3,1.0
Valley Health Infirmary,Rural,120,10,6,2,4,0.262,0,174.2,1.0
Northside Community Hospital,Urban,200,12,3,18,2,0.252,0,175.6,1.0
Metro Care Hospital,Urban,350,5,3,0,1,0.264,1,114.3,2.2
Metro Care Hospital,Urban,350,5,0,20,3,0.304,1,141.1,2.3
Northside Community Hospital,Urban,200,1,2,20,3,0.269,1,196.5,1.0
Metro Care Hospital,Urban,350,10,5,9,3,0.22,0,157.2,1.9
Northside Community Hospital,Urban,200,5,5,20,4,0.308,1,199.1,1.0
Valley Health Infirmary,Rural,120,6,6,13,3,0.279,1,177.7,1.5
St. Jude General Hospital,Rural,250,12,4,12,3,0.108,1,247.0,1.0
Northside Community Hospital,Urban,200,1,6,8,5,0.211,0,220.3,1.0
Riverside Medical Center,Rural,120,11,2,5,3,0.288,0,141.9,1.5
Northside Community Hospital,Urban,200,7,5,5,2,0.219,0,163.4,1.9
Metro Care Hospital,Urban,350,1,4,18,1,0.308,0,148.6,1.8
Valley Health Infirmary,Rural,120,11,6,20,4,0.143,1,274.1,1.0
Valley Health Infirmary,Rural,120,2,4,9,4,0.25,0,181.5,1.0
Northside Community Hospital,Urban,200,2,3,22,1,0.28,1,174.4,1.1
St. Jude General Hospital,Rural,250,5,1,2,3,0.282,1,152.7,1.1
Riverside Medical Center,Rural,120,10,3,17,4,0.209,1,196.8,1.0
Valley Health Infirmary,Rural,120,7,0,20,5,0.197,1,236.2,1.0
Metro Care Hospital,Urban,350,1,5,18,3,0.221,1,220.7,1.0
Metro Care Hospital,Urban,350,10,4,4,4,0.211,1,179.2,1.0
St. Jude General Hospital,Rural,250,1,6,10,3,0.301,0,184.8,1.0
Valley Health Infirmary,Rural,120,1,1,9,2,0.12,0,278.3,1.0
Northside Community Hospital,Urban,200,6,6,16,1,0.267,0,159.1,1.5
Metro Care Hospital,Urban,350,2,5,3,3,0.139,0,254.1,1.0
St. Jude General Hospital,Rural,250,1,4,20,3,0.226,1,233.8,1.0
Valley Health Infirmary,Rural,120,6,4,17,5,0.285,1,200.3,1.0
Valley Health Infirmary,Rural,120,2,3,17,2,0.137,0,245.2,1.0
Valley Health Infirmary,Rural,120,6,1,0,3,0.282,1,149.3,2.3
Valley Health Infirmary,Rural,120,10,1,13,1,0.152,1,197.7,1.0
Valley Health Infirmary,Rural,120,8,5,7,4,0.234,1,223.5,1.0
Metro Care Hospital,Urban,350,2,4,1,5,0.208,0,208.6,1.0
St. Jude General Hospital,Rural,250,11,1,18,2,0.189,0,180.9,1.0
Valley Health Infirmary,Rural,120,9,1,14,3,0.146,1,224.0,1.0
Riverside Medical Center,Rural,120,8,6,1,2,0.263,0,162.8,1.0
Riverside Medical Center,Rural,120,12,5,3,3,0.184,1,208.9,1.0
St. Jude General Hospital,Rural,250,10,3,0,2,0.14,1,182.7,1.0
Northside Community Hospital,Urban,200,1,6,18,3,0.27,1,208.2,1.0
Northside Community Hospital,Urban,200,7,6,20,4,0.163,1,243.2,1.0
Northside Community Hospital,Urban,200,10,2,9,3,0.289,0,142.1,1.4
Riverside Medical Center,Rural,120,6,0,0,2,0.25,1,152.4,1.0
Northside Community Hospital,Urban,200,6,2,19,3,0.165,0,204.7,1.0
Metro Care Hospital,Urban,350,6,1,21,3,0.138,1,221.6,1.0
Valley Health Infirmary,Rural,120,6,4,14,3,0.256,0,161.5,2.6
Riverside Medical Center,Rural,120,10,0,3,2,0.126,1,227.0,1.0
St. Jude General Hospital,Rural,250,7,0,6,4,0.119,0,239.9,1.0
St. Jude General Hospital,Rural,250,12,4,6,3,0.25,1,175.9,1.0
Valley Health Infirmary,Rural,120,3,0,21,2,0.244,1,171.6,1.3
Riverside Medical Center,Rural,120,6,4,17,2,0.195,1,215.6,1.0
Northside Community Hospital,Urban,200,3,0,12,5,0.244,0,201.8,1.0
Northside Community Hospital,Urban,200,7,6,9,2,0.245,1,147.1,1.8
Metro Care Hospital,Urban,350,7,5,23,5,0.22,1,226.0,1.0
Metro Care Hospital,Urban,350,8,5,7,3,0.249,1,156.4,2.5
Northside Community Hospital,Urban,200,2,2,9,3,0.325,1,141.8,2.5
St. Jude General Hospital,Rural,250,9,6,13,4,0.209,1,185.9,1.0
St. Jude General Hospital,Rural,250,5,0,13,1,0.189,0,139.0,1.6
Metro Care Hospital,Urban,350,9,3,19,3,0.129,1,263.9,1.0
Valley Health Infirmary,Rural,120,10,4,21,3,0.154,1,198.4,1.0
Northside Community Hospital,Urban,200,5,6,10,4,0.144,1,261.3,1.0
Metro Care Hospital,Urban,350,7,0,5,3,0.174,1,193.9,1.0
Metro Care Hospital,Urban,350,11,5,20,3,0.26,1,176.2,1.0
Northside Community Hospital,Urban,200,9,5,0,2,0.131,1,215.8,1.0
Northside Community Hospital,Urban,200,4,4,18,3,0.287,0,162.2,1.0
St. Jude General Hospital,Rural,250,2,3,6,2,0.194,1,187.2,1.0
Valley Health Infirmary,Rural,120,9,0,23,2,0.342,0,129.1,2.4
Valley Health Infirmary,Rural,120,2,0,17,2,0.236,1,183.2,1.0
Northside Community Hospital,Urban,200,3,3,2,3,0.297,1,145.0,2.1
Riverside Medical Center,Rural,120,10,3,19,3,0.318,1,155.3,1.2
Metro Care Hospital,Urban,350,2,3,10,3,0.309,1,140.9,1.9
Metro Care Hospital,Urban,350,3,5,4,3,0.239,1,172.2,1.9
Northside Community Hospital,Urban,200,6,4,18,5,0.211,0,229.6,1.0
Riverside Medical Center,Rural,120,3,6,20,4,0.249,0,191.9,1.0
St. Jude General Hospital,Rural,250,10,3,23,3,0.212,1,162.2,1.5
Northside Community Hospital,Urban,200,8,4,23,4,0.161,0,225.4,1.0
Northside Community Hospital,Urban,200,11,2,1,5,0.195,0,205.3,1.0
Metro Care Hospital,Urban,350,6,0,21,3,0.174,1,169.0,1.4
Northside Community Hospital,Urban,200,7,0,3,3,0.153,0,195.0,1.0
Northside Community Hospital,Urban,200,1,1,9,1,0.116,0,211.0,1.0
Northside Community Hospital,Urban,200,3,2,1,4,0.218,0,169.4,1.5
Metro Care Hospital,Urban,350,3,6,7,2,0.174,1,175.4,1.5
St. Jude General Hospital,Rural,250,2,3,0,1,0.191,0,157.3,1.1
St. Jude General Hospital,Rural,250,7,3,5,3,0.287,1,137.1,2.4
Northside Community Hospital,Urban,200,9,6,10,4,0.223,0,168.9,1.0
Metro Care Hospital,Urban,350,4,5,9,3,0.34,1,114.5,2.6
St. Jude General Hospital,Rural,250,12,2,12,4,0.136,1,239.0,1.0
St. Jude General Hospital,Rural,250,5,3,0,4,0.316,1,153.1,1.1
St. Jude General Hospital,Rural,250,3,1,1,3,0.177,1,185.0,1.0
Metro Care Hospital,Urban,350,11,4,2,3,0.335,1,124.9,1.2
Metro Care Hospital,Urban,350,9,0,8,3,0.172,1,180.6,1.0
Northside Community Hospital,Urban,200,4,2,4,5,0.292,1,177.0,1.7
Valley Health Infirmary,Rural,120,5,0,9,4,0.134,1,224.0,1.0
St. Jude General Hospital,Rural,250,1,4,9,5,0.23,1,221.0,1.0
Valley Health Infirmary,Rural,120,11,2,11,2,0.17,1,192.4,1.0
Metro Care Hospital,Urban,350,12,4,17,3,0.237,1,184.7,1.0
Metro Care Hospital,Urban,350,2,3,20,1,0.246,0,167.7,1.0
Metro Care Hospital,Urban,350,12,6,20,3,0.302,1,199.2,1.6
Valley Health Infirmary,Rural,120,9,3,0,4,0.264,1,165.8,1.6
Metro Care Hospital,Urban,350,2,6,2,3,0.2,1,201.9,1.0
Northside Community Hospital,Urban,200,5,3,4,2,0.165,1,171.3,1.4
Metro Care Hospital,Urban,350,8,4,16,1,0.256,0,156.4,1.8
Riverside Medical Center,Rural,120,3,4,7,3,0.147,1,207.9,1.0
Valley Health Infirmary,Rural,120,6,4,16,2,0.311,1,152.8,2.1
Riverside Medical Center,Rural,120,4,0,8,3,0.177,0,189.9,1.5
Metro Care Hospital,Urban,350,11,4,5,4,0.241,1,149.0,1.4
Northside Community Hospital,Urban,200,7,3,16,3,0.241,1,167.4,1.2
St. Jude General Hospital,Rural,250,10,1,7,3,0.203,0,175.6,1.0
Metro Care Hospital,Urban,350,3,4,20,3,0.273,0,155.0,1.5
Northside Community Hospital,Urban,200,6,1,6,4,0.178,0,220.5,1.0
Valley Health Infirmary,Rural,120,12,6,6,2,0.096,1,316.2,1.0
Riverside Medical Center,Rural,120,10,3,14,5,0.341,1,202.2,1.0
Riverside Medical Center,Rural,120,9,4,6,3,0.194,0,189.2,1.3
Riverside Medical Center,Rural,120,11,0,21,2,0.284,1,164.7,1.0
Valley Health Infirmary,Rural,120,10,0,7,2,0.237,0,147.7,1.9
Northside Community Hospital,Urban,200,1,6,8,2,0.259,1,178.5,1.3
Valley Health Infirmary,Rural,120,3,1,14,4,0.146,0,249.1,1.0
Riverside Medical Center,Rural,120,2,5,1,3,0.209,1,180.4,1.0
Metro Care Hospital,Urban,350,8,0,6,3,0.191,1,182.0,1.0
St. Jude General Hospital,Rural,250,7,0,14,3,0.214,1,203.8,1.3
Valley Health Infirmary,Rural,120,2,0,17,4,0.32,0,183.2,1.0
Valley Health Infirmary,Rural,120,6,3,21,4,0.151,0,255.5,1.0
Northside Community Hospital,Urban,200,3,0,17,3,0.294,1,167.7,1.4
Northside Community Hospital,Urban,200,8,2,9,3,0.174,0,208.8,1.0
Valley Health Infirmary,Rural,120,10,4,21,4,0.187,1,223.0,1.0
Riverside Medical Center,Rural,120,3,6,17,4,0.182,1,223.7,1.0
St. Jude General Hospital,Rural,250,10,0,0,3,0.2,1,160.7,1.4
Northside Community Hospital,Urban,200,9,5,6,1,0.202,1,148.7,1.6
Riverside Medical Center,Rural,120,1,5,2,4,0.144,1,266.0,1.0
Metro Care Hospital,Urban,350,5,0,13,2,0.274,1,116.6,2.0
Northside Community Hospital,Urban,200,3,0,11,1,0.131,1,189.7,1.0
Riverside Medical Center,Rural,120,6,2,13,4,0.196,1,198.7,1.2
Riverside Medical Center,Rural,120,10,0,3,3,0.184,1,172.5,1.0
St. Jude General Hospital,Rural,250,2,0,12,4,0.269,0,180.9,1.0
St. Jude General Hospital,Rural,250,9,4,15,3,0.154,1,212.8,1.0
Metro Care Hospital,Urban,350,6,5,15,5,0.336,0,182.7,1.0
Riverside Medical Center,Rural,120,7,2,21,3,0.149,1,224.7,1.0
Riverside Medical Center,Rural,120,5,5,4,4,0.205,0,215.8,1.0
St. Jude General Hospital,Rural,250,9,2,19,3,0.166,1,208.8,1.0
Northside Community Hospital,Urban,200,1,5,5,1,0.175,1,196.3,1.0
Northside Community Hospital,Urban,200,5,0,5,3,0.295,1,126.5,2.5
Valley Health Infirmary,Rural,120,11,5,17,4,0.23,1,211.9,1.0
St. Jude General Hospital,Rural,250,10,5,5,2,0.157,0,182.3,1.0
Valley Health Infirmary,Rural,120,11,2,6,3,0.131,1,231.2,1.0
St. Jude General Hospital,Rural,250,6,6,23,2,0.173,1,189.5,1.0
Metro Care Hospital,Urban,350,7,1,23,1,0.317,1,87.2,2.9
Riverside Medical Center,Rural,120,12,2,15,3,0.29,1,192.7,1.1
Metro Care Hospital,Urban,350,4,2,8,5,0.221,1,175.7,1.9
St. Jude General Hospital,Rural,250,12,2,12,3,0.197,1,192.5,1.0
Riverside Medical Center,Rural,120,1,3,11,3,0.297,1,153.4,1.4
Northside Community Hospital,Urban,200,11,6,18,5,0.256,0,223.2,1.0
Northside Community Hospital,Urban,200,8,3,22,3,0.303,1,166.0,1.4
Valley Health Infirmary,Rural,120,10,3,22,3,0.233,1,185.5,1.0
St. Jude General Hospital,Rural,250,4,2,0,2,0.166,0,200.5,1.0
St. Jude General Hospital,Rural,250,3,1,7,3,0.287,1,113.3,2.7
Northside Community Hospital,Urban,200,12,2,3,3,0.202,0,198.1,1.0
Metro Care Hospital,Urban,350,7,0,20,3,0.259,0,174.9,1.0
Riverside Medical Center,Rural,120,12,1,21,4,0.121,1,310.4,1.0
Metro Care Hospital,Urban,350,2,3,18,3,0.243,1,194.0,1.4
Metro Care Hospital,Urban,350,8,5,20,1,0.191,0,185.6,1.9
Northside Community Hospital,Urban,200,6,5,4,5,0.196,1,222.4,1.0
Northside Community Hospital,Urban,200,7,6,16,3,0.25,1,231.7,1.0
Northside Community Hospital,Urban,200,5,4,2,5,0.256,0,175.4,1.3
Valley Health Infirmary,Rural,120,9,6,18,3,0.269,1,187.6,1.0
Metro Care Hospital,Urban,350,5,1,0,1,0.342,1,71.3,3.3
St. Jude General Hospital,Rural,250,11,3,22,3,0.281,1,151.1,1.0
Riverside Medical Center,Rural,120,5,1,0,3,0.267,0,153.1,1.2
Valley Health Infirmary,Rural,120,3,1,22,2,0.261,1,166.8,1.6
St. Jude General Hospital,Rural,250,11,5,19,3,0.212,0,199.5,1.0
Metro Care Hospital,Urban,350,1,2,8,3,0.297,0,153.7,2.6
Northside Community Hospital,Urban,200,2,0,22,3,0.198,1,214.1,1.2
Metro Care Hospital,Urban,350,8,4,4,2,0.271,0,155.8,1.1
Riverside Medical Center,Rural,120,1,3,6,3,0.148,0,236.0,1.0
Valley Health Infirmary,Rural,120,7,1,5,2,0.138,1,225.1,1.0
Valley Health Infirmary,Rural,120,5,4,16,3,0.15,1,237.5,1.0
Riverside Medical Center,Rural,120,3,1,21,2,0.266,0,153.6,1.9
St. Jude General Hospital,Rural,250,12,5,16,1,0.157,1,219.9,1.0
St. Jude General Hospital,Rural,250,12,0,12,3,0.165,0,196.3,1.0
Valley Health Infirmary,Rural,120,11,5,11,2,0.256,1,133.3,3.1
Valley Health Infirmary,Rural,120,7,4,3,3,0.102,0,289.2,1.0
Northside Community Hospital,Urban,200,9,3,7,5,0.177,1,206.8,1.0
St. Jude General Hospital,Rural,250,2,1,4,3,0.169,1,206.4,1.0
Riverside Medical Center,Rural,120,8,0,4,3,0.27,0,178.0,2.1
St. Jude General Hospital,Rural,250,9,5,12,5,0.245,1,206.2,1.0
Northside Community Hospital,Urban,200,11,4,10,5,0.317,1,163.0,2.5
Valley Health Infirmary,Rural,120,3,5,7,4,0.197,1,206.1,1.0
Valley Health Infirmary,Rural,120,2,1,7,1,0.156,1,195.4,1.0
Northside Community Hospital,Urban,200,7,1,0,3,0.106,1,291.2,1.0
Riverside Medical Center,Rural,120,5,3,12,4,0.339,1,150.1,2.0
Valley Health Infirmary,Rural,120,5,0,4,4,0.235,1,212.2,1.0
Metro Care Hospital,Urban,350,10,2,20,3,0.236,1,152.2,1.6
Valley Health Infirmary,Rural,120,5,5,7,1,0.332,1,119.9,2.2
Metro Care Hospital,Urban,350,4,1,16,5,0.187,1,234.9,1.0
Northside Community Hospital,Urban,200,5,4,22,3,0.196,1,210.5,1.0
Northside Community Hospital,Urban,200,4,5,22,3,0.271,1,190.5,1.0
Valley Health Infirmary,Rural,120,6,3,12,3,0.301,1,134.1,1.6
St. Jude General Hospital,Rural,250,4,3,8,3,0.281,0,120.3,1.7
Metro Care Hospital,Urban,350,2,1,1,2,0.274,1,134.9,2.7
Riverside Medical Center,Rural,120,9,1,18,3,0.252,1,192.7,1.0
Valley Health Infirmary,Rural,120,2,1,19,5,0.283,1,243.3,1.0
Riverside Medical Center,Rural,120,9,6,16,3,0.247,1,198.5,1.0
Valley Health Infirmary,Rural,120,10,2,6,3,0.173,1,191.9,1.0
St. Jude General Hospital,Rural,250,6,1,2,4,0.245,1,165.0,1.2
St. Jude General Hospital,Rural,250,9,5,18,3,0.284,1,177.9,1.5
St. Jude General Hospital,Rural,250,9,5,18,3,0.27,1,193.4,1.1
St. Jude General Hospital,Rural,250,3,6,23,3,0.176,0,191.2,1.0
Northside Community Hospital,Urban,200,1,6,8,2,0.117,1,259.9,1.0
Northside Community Hospital,Urban,200,1,0,9,2,0.141,1,224.7,1.0
Metro Care Hospital,Urban,350,3,4,13,3,0.346,1,105.7,2.8
Riverside Medical Center,Rural,120,5,1,17,5,0.162,1,244.4,1.0
Valley Health Infirmary,Rural,120,3,5,14,4,0.227,1,236.5,1.0
Valley Health Infirmary,Rural,120,12,6,0,1,0.245,0,164.4,1.0
Northside Community Hospital,Urban,200,9,5,5,3,0.322,1,155.7,1.0
Valley Health Infirmary,Rural,120,9,5,14,1,0.295,0,161.1,1.0
Northside Community Hospital,Urban,200,3,6,5,3,0.329,1,127.1,1.9
Metro Care Hospital,Urban,350,3,2,17,2,0.259,0,136.8,1.2
Riverside Medical Center,Rural,120,12,6,0,4,0.295,1,195.6,1.0
Metro Care Hospital,Urban,350,5,6,23,2,0.181,1,166.7,1.0
St. Jude General Hospital,Rural,250,2,4,2,1,0.196,0,163.8,1.0
St. Jude General Hospital,Rural,250,6,6,16,3,0.314,1,170.1,1.6
St. Jude General Hospital,Rural,250,7,3,15,2,0.182,0,206.5,1.0
Metro Care Hospital,Urban,350,9,6,7,4,0.32,0,147.9,2.0
Valley Health Infirmary,Rural,120,6,5,16,5,0.204,1,246.1,1.0
Riverside Medical Center,Rural,120,3,1,7,1,0.204,1,128.0,1.3
St. Jude General Hospital,Rural,250,12,5,16,3,0.165,0,242.8,1.0
St. Jude General Hospital,Rural,250,5,4,8,5,0.246,1,170.4,1.0
St. Jude General Hospital,Rural,250,4,3,11,4,0.15,1,210.0,1.0
Riverside Medical Center,Rural,120,5,6,18,5,0.128,0,297.4,1.0
St. Jude General Hospital,Rural,250,8,2,3,2,0.313,1,130.2,3.0
Riverside Medical Center,Rural,120,8,0,20,2,0.308,1,180.8,1.3
St. Jude General Hospital,Rural,250,6,6,21,2,0.138,1,220.5,1.0
Metro Care Hospital,Urban,350,1,1,10,3,0.218,1,169.4,1.8
Metro Care Hospital,Urban,350,8,0,3,4,0.229,1,160.1,2.2
Riverside Medical Center,Rural,120,8,2,13,2,0.188,1,162.4,2.3
Metro Care Hospital,Urban,350,2,4,13,3,0.22,1,165.0,1.6
Riverside Medical Center,Rural,120,4,4,5,2,0.225,1,137.7,1.5
Metro Care Hospital,Urban,350,12,2,16,4,0.207,0,220.0,1.0
Metro Care Hospital,Urban,350,2,5,1,1,0.263,1,138.3,1.0
Riverside Medical Center,Rural,120,4,2,7,2,0.241,1,140.6,2.3
Valley Health Infirmary,Rural,120,12,6,3,3,0.174,1,232.8,1.0
Metro Care Hospital,Urban,350,10,1,9,1,0.254,1,89.1,2.7
St. Jude General Hospital,Rural,250,7,3,6,3,0.243,1,146.0,1.9
Valley Health Infirmary,Rural,120,9,6,3,3,0.272,0,168.2,1.0
Riverside Medical Center,Rural,120,8,6,15,4,0.249,1,209.2,1.0
Valley Health Infirmary,Rural,120,12,6,13,3,0.235,0,174.0,1.4
Northside Community Hospital,Urban,200,9,0,15,3,0.191,1,219.5,1.0
Northside Community Hospital,Urban,200,8,0,8,5,0.202,1,213.7,1.0
Metro Care Hospital,Urban,350,2,4,3,5,0.262,0,197.9,1.0
Metro Care Hospital,Urban,350,7,6,23,3,0.265,1,149.0,3.0
St. Jude General Hospital,Rural,250,2,5,5,3,0.193,1,190.5,1.0
Valley Health Infirmary,Rural,120,12,4,0,3,0.191,1,207.1,1.0
Northside Community Hospital,Urban,200,11,1,6,3,0.285,0,125.8,2.1
Metro Care Hospital,Urban,350,2,2,0,5,0.148,1,258.2,1.0
Valley Health Infirmary,Rural,120,4,0,18,4,0.122,1,282.1,1.0
Metro Care Hospital,Urban,350,1,6,7,2,0.211,1,177.7,1.3
Metro Care Hospital,Urban,350,5,1,2,1,0.16,1,156.5,1.3
Northside Community Hospital,Urban,200,6,4,0,1,0.207,1,161.5,1.0
Northside Community Hospital,Urban,200,9,4,0,2,0.187,1,170.6,1.0
Metro Care Hospital,Urban,350,10,0,6,2,0.299,1,106.0,2.4
Riverside Medical Center,Rural,120,8,4,20,3,0.175,1,228.1,1.0
Metro Care Hospital,Urban,350,2,5,12,2,0.229,1,156.9,1.0
Metro Care Hospital,Urban,350,1,4,0,3,0.265,1,148.5,1.9
St. Jude General Hospital,Rural,250,2,3,15,2,0.203,1,212.0,1.0
St. Jude General Hospital,Rural,250,7,2,21,2,0.128,1,242.8,1.0
St. Jude General Hospital,Rural,250,4,4,21,3,0.281,1,170.2,1.0
Riverside Medical Center,Rural,120,10,3,13,4,0.137,1,226.7,1.0
Riverside Medical Center,Rural,120,5,1,3,3,0.143,1,227.1,1.0
Metro Care Hospital,Urban,350,12,4,22,3,0.132,0,254.5,1.0
St. Jude General Hospital,Rural,250,7,5,22,3,0.163,1,242.6,1.0
Riverside Medical Center,Rural,120,3,1,11,2,0.315,0,123.8,3.1
Northside Community Hospital,Urban,200,10,6,11,3,0.275,0,158.9,2.1
Metro Care Hospital,Urban,350,2,4,16,2,0.193,0,192.8,1.0
Valley Health Infirmary,Rural,120,7,0,20,3,0.333,1,184.6,1.0
Metro Care Hospital,Urban,350,5,3,14,3,0.176,1,179.5,2.0
Valley Health Infirmary,Rural,120,1,3,9,3,0.226,0,193.5,1.0
St. Jude General Hospital,Rural,250,1,0,2,2,0.279,1,135.6,1.9
Valley Health Infirmary,Rural,120,9,2,22,4,0.304,0,169.0,1.0
St. Jude General Hospital,Rural,250,5,6,19,2,0.141,1,259.2,1.0
Northside Community Hospital,Urban,200,1,5,19,2,0.249,1,185.5,1.0
Valley Health Infirmary,Rural,120,7,3,11,3,0.164,0,187.7,1.0
Metro Care Hospital,Urban,350,9,1,0,3,0.202,0,169.2,1.3
St. Jude General Hospital,Rural,250,11,5,0,2,0.232,1,146.1,1.9
Metro Care Hospital,Urban,350,1,3,9,3,0.286,1,164.1,1.4
Riverside Medical Center,Rural,120,10,6,17,4,0.158,0,231.7,1.0
St. Jude General Hospital,Rural,250,4,2,14,2,0.145,1,236.8,1.0
Valley Health Infirmary,Rural,120,3,6,1,3,0.155,1,232.3,1.0
St. Jude General Hospital,Rural,250,5,1,16,2,0.17,1,192.0,1.0
Metro Care Hospital,Urban,350,7,6,7,3,0.107,1,246.5,1.0
Northside Community Hospital,Urban,200,8,5,21,1,0.323,1,133.9,2.4
St. Jude General Hospital,Rural,250,2,1,21,5,0.175,1,249.8,1.0
Valley Health Infirmary,Rural,120,7,0,8,3,0.149,1,229.7,1.0
Riverside Medical Center,Rural,120,1,4,20,4,0.252,1,207.1,1.0
Northside Community Hospital,Urban,200,7,0,19,2,0.284,0,134.7,1.8
Riverside Medical Center,Rural,120,8,5,10,4,0.263,1,194.4,1.2
St. Jude General Hospital,Rural,250,2,4,5,4,0.27,0,188.2,1.0
Metro Care Hospital,Urban,350,9,0,23,4,0.132,0,251.2,1.0
Metro Care Hospital,Urban,350,1,4,13,5,0.289,1,165.6,1.0
Valley Health Infirmary,Rural,120,6,3,0,2,0.235,1,135.2,1.7
Metro Care Hospital,Urban,350,1,6,6,3,0.234,0,144.7,1.6
Northside Community Hospital,Urban,200,3,1,23,3,0.34,1,107.9,3.0
Metro Care Hospital,Urban,350,11,4,8,3,0.306,1,108.8,3.4
Valley Health Infirmary,Rural,120,6,3,10,4,0.31,1,143.5,2.0
St. Jude General Hospital,Rural,250,3,6,23,2,0.162,0,184.2,1.0
St. Jude General Hospital,Rural,250,8,6,22,2,0.214,1,202.1,1.0
Metro Care Hospital,Urban,350,5,2,15,2,0.338,1,130.9,2.2
Riverside Medical Center,Rural,120,2,0,18,4,0.228,1,220.0,1.0
St. Jude General Hospital,Rural,250,4,2,1,5,0.144,1,236.0,1.0
Metro Care Hospital,Urban,350,9,5,14,3,0.288,1,149.8,2.3
Valley Health Infirmary,Rural,120,4,3,2,3,0.13,1,223.4,1.0
Metro Care Hospital,Urban,350,10,2,3,3,0.291,1,110.0,2.0
St. Jude General Hospital,Rural,250,10,2,19,3,0.322,1,142.1,1.5
Valley Health Infirmary,Rural,120,8,6,21,2,0.205,1,231.9,1.1
Metro Care Hospital,Urban,350,5,3,6,3,0.215,0,153.1,1.5
Northside Community Hospital,Urban,200,11,6,11,3,0.19,1,183.9,1.5
Valley Health Infirmary,Rural,120,11,1,3,3,0.322,1,142.3,2.4
Northside Community Hospital,Urban,200,10,4,9,1,0.246,0,116.3,1.6
Riverside Medical Center,Rural,120,1,5,5,4,0.233,1,234.3,1.0
Valley Health Infirmary,Rural,120,7,5,21,4,0.251,1,224.8,1.0
Northside Community Hospital,Urban,200,3,0,13,3,0.189,1,162.7,2.8
St. Jude General Hospital,Rural,250,10,6,2,4,0.22,0,203.2,1.0
St. Jude General Hospital,Rural,250,8,4,16,3,0.27,1,181.6,1.0
Riverside Medical Center,Rural,120,12,0,10,3,0.328,1,162.9,2.1
Valley Health Infirmary,Rural,120,3,5,9,3,0.128,1,257.4,1.0
Valley Health Infirmary,Rural,120,1,4,20,4,0.103,0,336.6,1.0
Valley Health Infirmary,Rural,120,5,2,9,3,0.218,1,174.4,1.5
Riverside Medical Center,Rural,120,2,1,9,3,0.252,1,175.4,1.0
Valley Health Infirmary,Rural,120,11,2,2,3,0.209,1,183.5,1.0
St. Jude General Hospital,Rural,250,4,1,23,4,0.35,0,133.5,2.8
Northside Community Hospital,Urban,200,1,6,14,4,0.129,1,317.7,1.0
St. Jude General Hospital,Rural,250,9,3,16,3,0.122,1,260.3,1.0
St. Jude General Hospital,Rural,250,6,0,17,4,0.164,0,231.3,1.0
Northside Community Hospital,Urban,200,8,0,18,3,0.305,0,176.5,1.0
St. Jude General Hospital,Rural,250,11,3,18,5,0.153,0,254.1,1.0
Riverside Medical Center,Rural,120,4,4,11,4,0.23,0,193.6,1.0
Northside Community Hospital,Urban,200,9,3,23,2,0.216,1,159.1,1.5
St. Jude General Hospital,Rural,250,2,6,4,4,0.257,1,196.2,1.0
Metro Care Hospital,Urban,350,9,5,23,3,0.133,0,184.8,1.0
St. Jude General Hospital,Rural,250,12,3,15,5,0.235,1,238.4,1.0
Riverside Medical Center,Rural,120,5,1,14,4,0.202,1,221.2,1.0
Valley Health Infirmary,Rural,120,6,5,14,1,0.333,0,173.4,1.0
St. Jude General Hospital,Rural,250,3,3,5,3,0.315,1,112.0,2.4
Valley Health Infirmary,Rural,120,4,0,11,3,0.212,0,168.6,1.2
Metro Care Hospital,Urban,350,6,2,1,4,0.348,1,109.3,2.2
St. Jude General Hospital,Rural,250,7,1,19,4,0.103,0,297.5,1.0
Northside Community Hospital,Urban,200,1,6,8,3,0.271,1,198.5,1.1
Valley Health Infirmary,Rural,120,7,1,3,3,0.204,0,164.9,1.0
Metro Care Hospital,Urban,350,1,4,4,3,0.181,1,174.7,2.0
Northside Community Hospital,Urban,200,5,2,20,2,0.159,1,213.5,1.0
Northside Community Hospital,Urban,200,6,1,7,2,0.238,1,141.1,1.5
Northside Community Hospital,Urban,200,2,3,21,3,0.129,1,267.8,1.0
Northside Community Hospital,Urban,200,10,1,9,2,0.262,0,99.9,3.0
St. Jude General Hospital,Rural,250,9,1,6,2,0.176,1,181.0,1.0
St. Jude General Hospital,Rural,250,10,1,21,1,0.287,1,126.7,2.5
