hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Springfield General Hospital,Urban,113,10,3,15,4,1.0,6,19,4
St. Mary’s Regional Health,Rural,10,11,0,22,2,0.25,1,96,2
Northside Community Hospital,Rural,22,4,1,17,1,0.25,0,143,1
Riverside Medical Center,Urban,163,5,6,5,2,0.25,6,53,4
Northside Community Hospital,Rural,12,6,5,17,4,1.0,3,17,4
St. Mary’s Regional Health,Rural,39,10,6,2,4,1.0,1,8,5
Summit Health Center,Urban,104,9,6,14,4,0.5,6,10,4
St. Mary’s Regional Health,Rural,48,7,2,21,1,0.25,3,260,1
Springfield General Hospital,Urban,183,7,3,10,2,0.25,9,106,2
Riverside Medical Center,Urban,198,10,4,6,1,0.2,2,159,1
Riverside Medical Center,Urban,185,10,6,22,1,0.2,7,92,2
St. Mary’s Regional Health,Rural,10,5,5,14,1,0.2,1,86,2
St. Mary’s Regional Health,Rural,27,12,1,0,4,0.5,0,21,4
Northside Community Hospital,Rural,49,3,4,20,3,0.3333333333333333,1,40,4
St. Mary’s Regional Health,Rural,11,11,1,20,4,0.5,3,12,5
St. Mary’s Regional Health,Rural,21,1,3,13,3,0.3333333333333333,2,48,3
Summit Health Center,Urban,136,5,1,10,3,0.3333333333333333,9,42,4
Riverside Medical Center,Urban,189,6,0,23,1,0.25,5,228,1
Riverside Medical Center,Urban,76,11,4,20,1,0.2,2,167,1
Northside Community Hospital,Rural,33,9,6,11,3,0.25,3,33,4
St. Mary’s Regional Health,Rural,11,12,0,7,4,1.0,3,22,4
St. Mary’s Regional Health,Rural,37,7,3,19,1,0.2,1,139,1
Summit Health Center,Urban,182,5,0,15,2,0.3333333333333333,3,80,2
Northside Community Hospital,Rural,10,11,0,2,1,0.2,0,177,1
Summit Health Center,Urban,114,12,5,10,2,0.3333333333333333,3,97,2
Riverside Medical Center,Urban,186,1,4,8,4,1.0,3,18,5
Riverside Medical Center,Urban,162,4,0,5,2,0.25,6,200,1
Summit Health Center,Urban,121,5,2,8,3,0.25,4,33,4
St. Mary’s Regional Health,Rural,25,10,2,15,2,0.3333333333333333,3,86,2
St. Mary’s Regional Health,Rural,27,8,5,13,3,0.25,0,40,4
Riverside Medical Center,Urban,133,4,3,2,3,0.3333333333333333,1,55,3
St. Mary’s Regional Health,Rural,35,1,2,21,2,0.3333333333333333,1,84,2
Riverside Medical Center,Urban,123,12,1,18,3,0.3333333333333333,9,35,4
St. Mary’s Regional Health,Rural,27,7,0,4,4,0.5,2,33,4
Riverside Medical Center,Urban,124,5,3,18,3,0.25,2,56,3
Summit Health Center,Urban,174,1,1,6,4,0.5,3,35,3
Summit Health Center,Urban,177,1,4,15,4,0.5,5,39,4
Riverside Medical Center,Urban,97,6,6,3,1,0.25,6,169,1
Springfield General Hospital,Urban,176,3,3,15,2,0.3333333333333333,8,49,3
Riverside Medical Center,Urban,184,8,6,0,1,0.2,8,161,1
Springfield General Hospital,Urban,197,6,5,22,1,0.2,2,160,1
Springfield General Hospital,Urban,133,10,4,1,2,0.25,10,83,3
Northside Community Hospital,Rural,49,10,2,20,4,1.0,3,21,4
Riverside Medical Center,Urban,141,4,3,13,1,0.25,5,177,1
Springfield General Hospital,Urban,114,3,5,17,4,0.5,1,28,4
Northside Community Hospital,Rural,17,10,2,21,2,0.3333333333333333,2,63,3
Riverside Medical Center,Urban,190,5,5,9,2,0.3333333333333333,5,61,3
Riverside Medical Center,Urban,106,10,6,5,4,1.0,2,9,5
St. Mary’s Regional Health,Rural,15,11,4,12,4,0.5,1,17,4
Springfield General Hospital,Urban,131,5,5,21,3,0.3333333333333333,6,34,3
Summit Health Center,Urban,114,8,3,11,2,0.3333333333333333,2,85,2
Springfield General Hospital,Urban,63,3,5,12,3,0.3333333333333333,2,27,4
Springfield General Hospital,Urban,194,8,5,23,1,0.25,6,173,1
St. Mary’s Regional Health,Rural,19,7,6,15,4,1.0,3,11,4
Summit Health Center,Urban,183,7,5,23,3,0.3333333333333333,8,39,4
Northside Community Hospital,Rural,29,4,2,16,4,1.0,3,19,5
Springfield General Hospital,Urban,147,5,6,7,4,1.0,3,5,5
Riverside Medical Center,Urban,129,10,6,5,1,0.2,10,119,1
Springfield General Hospital,Urban,123,8,3,21,2,0.25,9,103,1
Northside Community Hospital,Rural,29,10,5,22,3,0.25,2,45,4
Northside Community Hospital,Rural,12,6,0,7,2,0.25,3,203,1
Northside Community Hospital,Rural,12,1,1,5,1,0.25,2,207,1
St. Mary’s Regional Health,Rural,25,8,4,13,1,0.2,3,240,1
Northside Community Hospital,Rural,14,12,1,3,4,1.0,2,28,4
Springfield General Hospital,Urban,116,1,6,7,2,0.25,5,88,2
Northside Community Hospital,Rural,50,12,4,4,4,1.0,2,37,3
Summit Health Center,Urban,111,7,5,9,1,0.2,7,177,1
Riverside Medical Center,Urban,165,11,0,19,4,0.5,10,31,4
Northside Community Hospital,Rural,40,9,6,0,2,0.3333333333333333,1,43,3
Springfield General Hospital,Urban,72,7,0,22,3,0.3333333333333333,10,68,2
Northside Community Hospital,Rural,50,8,3,1,3,0.3333333333333333,1,58,3
Springfield General Hospital,Urban,182,10,2,1,3,0.25,8,33,4
Northside Community Hospital,Rural,39,10,3,17,1,0.2,0,112,2
Northside Community Hospital,Rural,32,10,5,11,2,0.3333333333333333,0,48,3
Springfield General Hospital,Urban,168,11,2,17,1,0.25,8,130,1
Summit Health Center,Urban,152,1,4,8,4,1.0,5,21,4
Riverside Medical Center,Urban,173,7,2,11,4,0.5,7,18,5
Summit Health Center,Urban,80,3,3,5,4,0.5,10,18,4
Riverside Medical Center,Urban,84,4,4,15,2,0.3333333333333333,6,112,1
Summit Health Center,Urban,61,5,2,10,2,0.25,6,97,2
Springfield General Hospital,Urban,179,6,4,3,4,0.5,8,20,4
Riverside Medical Center,Urban,177,3,1,18,3,0.3333333333333333,1,44,3
Northside Community Hospital,Rural,37,5,4,8,4,0.5,1,22,5
Springfield General Hospital,Urban,78,10,0,13,2,0.3333333333333333,1,58,3
Springfield General Hospital,Urban,166,8,2,13,3,0.25,5,36,4
St. Mary’s Regional Health,Rural,32,10,5,12,4,1.0,0,10,5
Northside Community Hospital,Rural,50,6,3,9,3,0.25,2,48,3
Summit Health Center,Urban,61,6,3,11,4,0.5,3,25,4
St. Mary’s Regional Health,Rural,42,8,4,0,4,0.5,3,23,4
Summit Health Center,Urban,184,1,5,12,4,1.0,9,13,4
Springfield General Hospital,Urban,79,7,1,19,4,0.5,5,14,4
Northside Community Hospital,Rural,40,2,5,14,1,0.2,1,246,1
Springfield General Hospital,Urban,166,9,1,0,3,0.25,3,22,4
St. Mary’s Regional Health,Rural,23,3,5,6,1,0.25,0,134,1
St. Mary’s Regional Health,Rural,43,8,6,20,1,0.25,1,135,1
Springfield General Hospital,Urban,160,8,5,16,4,0.5,9,17,5
Northside Community Hospital,Rural,49,9,6,6,3,0.25,1,28,4
Northside Community Hospital,Rural,17,5,0,14,2,0.3333333333333333,0,157,1
Springfield General Hospital,Urban,93,1,1,22,3,0.25,10,51,4
Riverside Medical Center,Urban,192,2,4,21,2,0.25,1,96,2
Riverside Medical Center,Urban,132,2,3,15,2,0.25,3,164,1
Riverside Medical Center,Urban,143,10,3,13,4,1.0,6,11,4
Northside Community Hospital,Rural,33,10,4,20,1,0.25,3,210,1
Springfield General Hospital,Urban,117,4,2,0,2,0.25,2,107,2
Summit Health Center,Urban,113,9,2,17,3,0.25,5,43,3
Northside Community Hospital,Rural,10,5,3,12,3,0.3333333333333333,1,30,4
Riverside Medical Center,Urban,149,10,1,21,1,0.25,2,121,1
Springfield General Hospital,Urban,51,5,1,3,2,0.3333333333333333,6,92,2
Northside Community Hospital,Rural,38,3,1,2,4,0.5,3,7,4
Summit Health Center,Urban,63,3,0,21,2,0.3333333333333333,6,115,1
Riverside Medical Center,Urban,89,5,2,1,4,0.5,2,20,5
Northside Community Hospital,Rural,42,4,1,14,2,0.3333333333333333,1,51,3
Springfield General Hospital,Urban,175,6,6,5,4,1.0,4,11,4
Northside Community Hospital,Rural,16,12,6,15,2,0.25,3,104,1
St. Mary’s Regional Health,Rural,13,12,1,7,4,0.5,0,23,4
Springfield General Hospital,Urban,131,12,0,1,4,0.5,6,22,5
Summit Health Center,Urban,138,6,4,16,2,0.3333333333333333,9,89,2
Northside Community Hospital,Rural,14,11,2,7,1,0.25,1,147,1
Northside Community Hospital,Rural,19,5,4,0,2,0.25,1,75,2
St. Mary’s Regional Health,Rural,17,11,5,7,2,0.3333333333333333,3,80,2
Riverside Medical Center,Urban,133,11,5,2,1,0.2,6,178,1
Summit Health Center,Urban,195,2,3,4,3,0.25,4,45,3
Springfield General Hospital,Urban,176,1,4,8,3,0.25,1,64,3
Northside Community Hospital,Rural,15,9,4,1,3,0.3333333333333333,1,44,4
Summit Health Center,Urban,103,10,5,0,2,0.25,2,98,2
Springfield General Hospital,Urban,161,11,1,0,4,0.5,10,11,5
St. Mary’s Regional Health,Rural,50,3,4,20,3,0.25,0,35,4
St. Mary’s Regional Health,Rural,15,8,3,19,4,1.0,0,20,4
Summit Health Center,Urban,191,3,2,6,2,0.3333333333333333,1,90,2
Northside Community Hospital,Rural,36,3,6,1,3,0.3333333333333333,0,20,4
Northside Community Hospital,Rural,12,1,2,17,1,0.2,0,262,1
St. Mary’s Regional Health,Rural,25,7,1,23,2,0.3333333333333333,2,78,2
Northside Community Hospital,Rural,36,11,4,4,4,0.5,2,12,4
Summit Health Center,Urban,132,1,3,1,1,0.2,3,142,1
Riverside Medical Center,Urban,129,6,2,5,2,0.25,1,137,1
Springfield General Hospital,Urban,183,11,4,15,3,0.25,8,23,4
St. Mary’s Regional Health,Rural,17,4,6,8,2,0.3333333333333333,2,64,2
Northside Community Hospital,Rural,37,4,5,9,3,0.3333333333333333,3,26,4
Springfield General Hospital,Urban,136,7,5,7,1,0.2,9,234,1
Northside Community Hospital,Rural,41,4,0,21,4,0.5,3,15,5
Summit Health Center,Urban,162,5,1,7,4,1.0,7,20,4
Riverside Medical Center,Urban,146,2,6,18,3,0.25,5,44,3
Springfield General Hospital,Urban,185,10,1,13,1,0.25,4,104,2
Summit Health Center,Urban,167,4,5,3,2,0.3333333333333333,9,41,4
Springfield General Hospital,Urban,99,3,5,2,4,0.5,3,23,4
Riverside Medical Center,Urban,194,4,2,4,2,0.25,1,76,3
Springfield General Hospital,Urban,187,12,3,20,3,0.3333333333333333,3,60,3
Riverside Medical Center,Urban,72,8,6,5,3,0.25,5,54,3
Springfield General Hospital,Urban,118,5,4,20,1,0.25,8,179,1
Riverside Medical Center,Urban,65,7,0,23,2,0.25,4,127,1
Northside Community Hospital,Rural,47,10,3,13,3,0.3333333333333333,1,54,3
Northside Community Hospital,Rural,14,1,3,19,4,0.5,1,19,4
Riverside Medical Center,Urban,110,10,1,7,1,0.25,7,120,1
Summit Health Center,Urban,146,10,3,4,2,0.25,5,85,2
Summit Health Center,Urban,74,12,1,16,3,0.3333333333333333,9,54,3
Northside Community Hospital,Rural,26,3,0,7,4,0.5,0,13,4
Riverside Medical Center,Urban,117,12,3,1,1,0.2,3,152,1
Northside Community Hospital,Rural,14,11,6,10,2,0.3333333333333333,3,34,4
Riverside Medical Center,Urban,122,6,2,1,1,0.2,2,196,1
Springfield General Hospital,Urban,98,1,4,0,3,0.3333333333333333,2,32,4
Riverside Medical Center,Urban,66,11,0,3,2,0.3333333333333333,3,95,2
Springfield General Hospital,Urban,151,1,0,9,2,0.3333333333333333,4,101,1
Northside Community Hospital,Rural,38,11,0,19,1,0.25,3,144,1
Northside Community Hospital,Rural,14,5,5,5,3,0.3333333333333333,1,22,4
Northside Community Hospital,Rural,32,11,4,6,2,0.3333333333333333,0,78,2
Riverside Medical Center,Urban,177,6,0,17,1,0.25,8,226,1
St. Mary’s Regional Health,Rural,10,11,0,20,3,0.25,2,29,4
Summit Health Center,Urban,139,4,0,15,3,0.3333333333333333,2,30,4
Springfield General Hospital,Urban,168,8,2,0,4,0.5,7,24,5
Northside Community Hospital,Rural,29,12,2,20,2,0.3333333333333333,3,101,1
Summit Health Center,Urban,162,4,2,8,2,0.3333333333333333,2,70,3
Riverside Medical Center,Urban,65,3,2,21,2,0.3333333333333333,9,92,2
Springfield General Hospital,Urban,156,4,0,2,2,0.25,6,153,1
Summit Health Center,Urban,122,1,5,4,3,0.25,4,45,4
Riverside Medical Center,Urban,108,2,3,6,4,1.0,4,25,4
Northside Community Hospital,Rural,46,2,4,4,2,0.25,0,97,2
Riverside Medical Center,Urban,50,8,0,6,3,0.25,9,42,4
Summit Health Center,Urban,191,2,4,17,2,0.3333333333333333,4,128,1
Summit Health Center,Urban,56,9,4,4,2,0.25,10,97,2
St. Mary’s Regional Health,Rural,13,4,2,0,4,0.5,3,24,4
Summit Health Center,Urban,70,8,5,15,4,1.0,8,21,4
Riverside Medical Center,Urban,74,3,3,23,1,0.2,7,161,1
Springfield General Hospital,Urban,184,7,5,12,2,0.25,9,100,1
Summit Health Center,Urban,139,3,5,13,2,0.25,9,134,1
St. Mary’s Regional Health,Rural,32,7,1,7,4,0.5,3,23,4
Riverside Medical Center,Urban,127,10,2,22,2,0.25,1,58,3
St. Mary’s Regional Health,Rural,25,1,3,16,1,0.25,3,265,1
St. Mary’s Regional Health,Rural,15,12,0,5,3,0.25,1,73,3
Summit Health Center,Urban,76,8,3,2,3,0.3333333333333333,6,43,3
St. Mary’s Regional Health,Rural,27,7,3,6,3,0.25,0,44,4
Summit Health Center,Urban,171,3,4,1,1,0.2,5,167,1
Northside Community Hospital,Rural,22,10,2,15,4,0.5,2,23,4
Summit Health Center,Urban,57,1,0,10,3,0.3333333333333333,10,71,3
Summit Health Center,Urban,198,2,1,11,2,0.25,4,153,1
Northside Community Hospital,Rural,18,6,1,14,3,0.3333333333333333,2,56,3
Riverside Medical Center,Urban,189,4,3,18,4,1.0,2,18,5
Riverside Medical Center,Urban,186,2,2,0,1,0.25,6,245,1
Northside Community Hospital,Rural,34,8,1,18,2,0.25,0,133,1
Summit Health Center,Urban,67,4,1,15,2,0.25,1,115,2
Summit Health Center,Urban,80,10,6,1,3,0.3333333333333333,2,18,4
Summit Health Center,Urban,75,3,6,15,2,0.3333333333333333,2,55,3
Riverside Medical Center,Urban,60,3,3,16,4,0.5,1,6,5
Northside Community Hospital,Rural,10,2,0,1,4,0.5,3,24,5
Springfield General Hospital,Urban,112,10,5,10,4,0.5,5,10,5
St. Mary’s Regional Health,Rural,30,3,2,5,4,1.0,0,9,5
Springfield General Hospital,Urban,67,1,0,8,4,0.5,4,22,4
Springfield General Hospital,Urban,149,4,3,6,3,0.25,9,22,4
Northside Community Hospital,Rural,27,11,4,3,3,0.3333333333333333,0,29,4
Summit Health Center,Urban,159,5,4,19,2,0.25,6,70,2
Riverside Medical Center,Urban,107,8,2,22,4,1.0,4,16,5
Springfield General Hospital,Urban,56,4,1,9,2,0.3333333333333333,5,66,3
Springfield General Hospital,Urban,92,2,1,18,4,1.0,8,28,4
Northside Community Hospital,Rural,20,10,3,1,3,0.25,1,38,4
Riverside Medical Center,Urban,168,12,6,9,3,0.25,1,41,3
Summit Health Center,Urban,157,1,2,4,4,1.0,3,12,5
Northside Community Hospital,Rural,39,1,6,11,4,0.5,1,18,4
Northside Community Hospital,Rural,34,1,2,3,1,0.25,1,195,1
Northside Community Hospital,Rural,48,7,2,21,1,0.2,2,125,1
Northside Community Hospital,Rural,26,10,5,19,3,0.25,1,19,4
St. Mary’s Regional Health,Rural,10,10,1,14,3,0.3333333333333333,2,22,5
Springfield General Hospital,Urban,155,10,0,12,3,0.3333333333333333,9,37,4
Springfield General Hospital,Urban,150,2,1,17,2,0.3333333333333333,8,100,2
Summit Health Center,Urban,137,3,3,5,4,1.0,8,8,5
Riverside Medical Center,Urban,71,9,3,2,2,0.3333333333333333,3,91,1
Summit Health Center,Urban,182,3,1,20,2,0.3333333333333333,4,66,3
Northside Community Hospital,Rural,15,9,6,5,4,1.0,0,8,5
Riverside Medical Center,Urban,133,9,1,8,1,0.2,7,125,1
Springfield General Hospital,Urban,153,10,4,17,2,0.25,5,83,2
Springfield General Hospital,Urban,91,2,6,9,1,0.2,10,137,1
Riverside Medical Center,Urban,180,11,2,0,3,0.3333333333333333,1,34,4
Northside Community Hospital,Rural,44,4,2,7,3,0.3333333333333333,3,17,4
Riverside Medical Center,Urban,62,7,5,7,1,0.2,1,177,1
Riverside Medical Center,Urban,185,6,3,21,2,0.3333333333333333,5,73,3
Springfield General Hospital,Urban,53,10,6,13,1,0.25,10,129,1
Northside Community Hospital,Rural,50,2,5,23,3,0.25,0,57,3
Springfield General Hospital,Urban,87,3,2,9,4,1.0,8,14,5
Summit Health Center,Urban,172,7,4,21,2,0.25,7,108,1
Riverside Medical Center,Urban,169,5,5,16,4,0.5,4,16,5
Northside Community Hospital,Rural,47,9,3,12,4,0.5,3,15,5
Northside Community Hospital,Rural,34,12,6,8,2,0.3333333333333333,1,136,1
Springfield General Hospital,Urban,141,11,1,10,1,0.2,2,157,1
Northside Community Hospital,Rural,21,12,3,6,2,0.25,3,126,1
Springfield General Hospital,Urban,131,2,4,16,2,0.25,6,134,1
Riverside Medical Center,Urban,73,7,6,9,4,1.0,2,13,5
Springfield General Hospital,Urban,165,6,3,16,3,0.25,4,68,3
Summit Health Center,Urban,149,6,4,8,1,0.2,2,218,1
St. Mary’s Regional Health,Rural,10,8,1,6,1,0.2,1,199,1
St. Mary’s Regional Health,Rural,36,1,1,4,3,0.25,1,75,3
Northside Community Hospital,Rural,41,1,5,18,3,0.3333333333333333,1,55,3
Summit Health Center,Urban,156,3,5,17,4,0.5,6,7,5
Summit Health Center,Urban,94,3,6,6,3,0.25,2,31,4
Northside Community Hospital,Rural,33,12,0,19,3,0.25,2,94,2
Riverside Medical Center,Urban,81,9,6,21,3,0.3333333333333333,1,35,4
Riverside Medical Center,Urban,105,10,5,0,2,0.25,8,73,3
Springfield General Hospital,Urban,63,11,6,1,4,1.0,6,7,5
Summit Health Center,Urban,170,4,5,16,2,0.25,2,71,3
St. Mary’s Regional Health,Rural,20,5,6,19,2,0.3333333333333333,3,63,3
Summit Health Center,Urban,160,7,1,6,3,0.25,1,71,3
Riverside Medical Center,Urban,183,7,0,4,2,0.25,9,177,1
Springfield General Hospital,Urban,88,7,3,21,2,0.3333333333333333,5,112,2
Summit Health Center,Urban,87,1,4,13,4,0.5,4,29,4
Riverside Medical Center,Urban,103,10,1,1,4,1.0,10,13,4
Springfield General Hospital,Urban,186,7,1,22,4,0.5,2,23,4
Northside Community Hospital,Rural,35,9,0,3,1,0.2,0,181,1
Riverside Medical Center,Urban,58,9,1,14,4,0.5,8,10,5
St. Mary’s Regional Health,Rural,39,12,0,19,2,0.25,0,135,1
Northside Community Hospital,Rural,49,1,4,21,1,0.25,0,194,1
Summit Health Center,Urban,158,4,0,22,1,0.25,3,197,1
Northside Community Hospital,Rural,36,4,4,16,1,0.2,2,124,1
Springfield General Hospital,Urban,133,5,3,23,3,0.25,5,21,5
St. Mary’s Regional Health,Rural,47,12,1,12,2,0.25,0,94,2
St. Mary’s Regional Health,Rural,20,9,2,13,4,1.0,1,12,5
Riverside Medical Center,Urban,128,10,6,19,1,0.25,4,100,1
St. Mary’s Regional Health,Rural,47,9,5,21,2,0.25,0,72,3
Springfield General Hospital,Urban,164,12,6,12,3,0.3333333333333333,8,25,4
St. Mary’s Regional Health,Rural,14,6,3,20,2,0.3333333333333333,1,47,3
Northside Community Hospital,Rural,30,10,0,4,3,0.25,0,61,3
Springfield General Hospital,Urban,88,12,6,17,4,1.0,10,14,4
Springfield General Hospital,Urban,110,2,3,16,2,0.3333333333333333,5,86,3
Riverside Medical Center,Urban,185,1,2,11,4,1.0,10,9,5
St. Mary’s Regional Health,Rural,45,6,3,6,4,1.0,1,23,4
Summit Health Center,Urban,183,4,1,21,4,0.5,1,12,4
Springfield General Hospital,Urban,64,6,2,2,4,1.0,6,21,5
Summit Health Center,Urban,146,5,1,20,4,0.5,4,7,5
Summit Health Center,Urban,173,2,5,9,3,0.25,8,70,3
Springfield General Hospital,Urban,180,7,2,6,4,1.0,6,14,5
Springfield General Hospital,Urban,75,12,3,0,2,0.25,10,158,1
Summit Health Center,Urban,73,9,6,20,1,0.2,10,172,1
Northside Community Hospital,Rural,35,12,2,12,1,0.2,3,249,1
Summit Health Center,Urban,179,5,2,11,4,1.0,10,12,4
Riverside Medical Center,Urban,52,11,5,20,1,0.2,4,119,1
Northside Community Hospital,Rural,16,10,6,6,3,0.25,2,21,4
Springfield General Hospital,Urban,100,7,0,5,1,0.25,3,238,1
Summit Health Center,Urban,108,9,1,12,2,0.25,6,72,2
Springfield General Hospital,Urban,58,4,3,10,3,0.3333333333333333,6,27,5
Riverside Medical Center,Urban,65,6,6,2,1,0.2,3,166,1
Northside Community Hospital,Rural,26,3,2,7,1,0.25,0,221,1
Summit Health Center,Urban,107,1,1,12,2,0.3333333333333333,7,59,3
Northside Community Hospital,Rural,20,6,1,19,3,0.3333333333333333,0,22,4
St. Mary’s Regional Health,Rural,10,11,0,8,3,0.25,3,45,4
Northside Community Hospital,Rural,39,11,3,18,3,0.3333333333333333,2,33,4
St. Mary’s Regional Health,Rural,17,1,4,3,2,0.25,2,106,1
Springfield General Hospital,Urban,179,10,2,10,2,0.25,5,68,3
Northside Community Hospital,Rural,18,10,0,10,3,0.3333333333333333,3,36,4
St. Mary’s Regional Health,Rural,23,8,5,17,1,0.25,1,136,1
Riverside Medical Center,Urban,71,2,5,15,3,0.25,8,55,3
St. Mary’s Regional Health,Rural,49,4,0,23,1,0.2,0,184,1
Northside Community Hospital,Rural,14,5,2,18,3,0.3333333333333333,3,31,4
Riverside Medical Center,Urban,145,12,5,2,4,0.5,2,26,4
Springfield General Hospital,Urban,178,9,2,18,2,0.25,7,50,4
Northside Community Hospital,Rural,41,4,4,20,3,0.3333333333333333,1,38,4
Summit Health Center,Urban,114,2,0,21,4,0.5,8,39,3
Springfield General Hospital,Urban,63,4,3,19,4,0.5,4,11,5
St. Mary’s Regional Health,Rural,17,7,1,9,1,0.25,3,168,1
St. Mary’s Regional Health,Rural,29,6,1,2,1,0.2,3,288,1
Northside Community Hospital,Rural,42,12,6,9,2,0.25,1,147,1
Northside Community Hospital,Rural,22,1,5,21,1,0.2,0,217,1
Summit Health Center,Urban,165,5,3,8,1,0.2,5,141,1
St. Mary’s Regional Health,Rural,47,3,3,21,3,0.3333333333333333,1,32,4
Northside Community Hospital,Rural,24,2,5,18,2,0.25,1,91,2
Springfield General Hospital,Urban,168,8,6,20,2,0.3333333333333333,4,69,3
Springfield General Hospital,Urban,125,3,4,12,2,0.3333333333333333,1,69,3
Northside Community Hospital,Rural,33,11,4,9,4,1.0,1,9,4
St. Mary’s Regional Health,Rural,47,6,6,21,1,0.25,3,133,1
Summit Health Center,Urban,62,11,6,21,3,0.3333333333333333,6,37,4
St. Mary’s Regional Health,Rural,44,7,0,2,1,0.2,3,144,1
Riverside Medical Center,Urban,106,12,5,16,2,0.3333333333333333,4,50,4
Northside Community Hospital,Rural,30,6,3,10,3,0.3333333333333333,0,20,4
Northside Community Hospital,Rural,18,12,5,15,4,1.0,3,22,5
Summit Health Center,Urban,145,8,3,5,4,1.0,4,26,5
Summit Health Center,Urban,170,7,2,18,3,0.3333333333333333,6,35,4
Riverside Medical Center,Urban,90,8,6,18,3,0.25,4,53,4
Riverside Medical Center,Urban,174,9,0,15,3,0.25,7,58,3
Springfield General Hospital,Urban,131,5,1,8,2,0.25,5,90,2
Springfield General Hospital,Urban,149,9,4,6,2,0.25,3,73,2
Northside Community Hospital,Rural,50,9,2,10,3,0.3333333333333333,2,35,4
Northside Community Hospital,Rural,44,4,0,20,2,0.3333333333333333,3,90,2
Riverside Medical Center,Urban,75,4,5,23,1,0.25,6,134,1
Springfield General Hospital,Urban,78,10,4,11,3,0.25,7,39,3
Summit Health Center,Urban,62,6,2,14,3,0.3333333333333333,9,38,4
Northside Community Hospital,Rural,48,6,2,12,1,0.25,1,192,1
Summit Health Center,Urban,81,11,0,3,4,0.5,8,17,5
Summit Health Center,Urban,189,4,4,6,1,0.25,10,211,1
Riverside Medical Center,Urban,68,12,1,16,3,0.25,4,66,3
Riverside Medical Center,Urban,95,2,3,0,4,1.0,2,23,5
Springfield General Hospital,Urban,63,6,2,19,2,0.3333333333333333,9,46,4
Northside Community Hospital,Rural,10,8,1,12,3,0.3333333333333333,0,45,3
Northside Community Hospital,Rural,46,11,3,6,3,0.25,3,44,4
Springfield General Hospital,Urban,57,6,1,8,2,0.25,2,102,2
Springfield General Hospital,Urban,196,7,2,19,2,0.3333333333333333,2,50,3
St. Mary’s Regional Health,Rural,47,9,2,19,3,0.3333333333333333,3,34,4
St. Mary’s Regional Health,Rural,45,6,3,8,1,0.25,2,140,1
Northside Community Hospital,Rural,19,10,0,22,4,0.5,3,20,5
Springfield General Hospital,Urban,174,8,0,11,4,0.5,7,19,5
Springfield General Hospital,Urban,183,4,0,10,3,0.25,10,31,4
Riverside Medical Center,Urban,61,7,4,16,1,0.25,9,173,1
Summit Health Center,Urban,181,3,2,4,1,0.25,1,197,1
Riverside Medical Center,Urban,148,5,0,1,3,0.25,10,54,3
Northside Community Hospital,Rural,35,11,1,11,2,0.3333333333333333,3,52,3
Northside Community Hospital,Rural,14,3,2,19,2,0.25,3,104,2
Riverside Medical Center,Urban,159,4,6,7,2,0.25,2,54,3
Springfield General Hospital,Urban,184,8,5,22,1,0.2,3,120,1
Summit Health Center,Urban,178,5,0,11,1,0.2,10,185,1
Northside Community Hospital,Rural,24,4,5,19,2,0.3333333333333333,3,65,3
Riverside Medical Center,Urban,121,12,6,10,1,0.2,8,235,1
Summit Health Center,Urban,105,3,4,23,4,0.5,6,16,5
Summit Health Center,Urban,106,2,3,3,4,1.0,3,11,5
Springfield General Hospital,Urban,114,1,5,2,3,0.25,3,66,3
Riverside Medical Center,Urban,189,8,3,19,3,0.3333333333333333,4,50,4
Northside Community Hospital,Rural,25,2,6,4,4,1.0,0,9,5
St. Mary’s Regional Health,Rural,20,7,4,18,3,0.25,2,50,4
St. Mary’s Regional Health,Rural,28,3,4,12,1,0.25,1,131,1
Summit Health Center,Urban,124,7,1,3,3,0.25,8,45,3
Riverside Medical Center,Urban,113,5,1,0,3,0.3333333333333333,4,25,4
Summit Health Center,Urban,87,1,6,16,2,0.25,4,92,2
Riverside Medical Center,Urban,117,7,4,1,2,0.25,4,79,3
Riverside Medical Center,Urban,80,3,5,20,1,0.2,7,166,1
Summit Health Center,Urban,69,3,5,9,1,0.25,6,167,1
Northside Community Hospital,Rural,41,9,2,22,4,1.0,2,13,5
St. Mary’s Regional Health,Rural,17,9,4,16,2,0.3333333333333333,3,50,3
Northside Community Hospital,Rural,14,2,2,2,1,0.2,1,273,1
Summit Health Center,Urban,135,2,2,0,1,0.2,1,187,1
Springfield General Hospital,Urban,58,1,2,20,4,0.5,3,22,4
Springfield General Hospital,Urban,61,1,5,23,4,0.5,1,30,4
Riverside Medical Center,Urban,169,6,3,15,1,0.25,6,218,1
St. Mary’s Regional Health,Rural,44,2,5,0,4,0.5,1,21,4
Riverside Medical Center,Urban,119,12,2,18,2,0.25,2,127,1
Riverside Medical Center,Urban,162,9,0,21,1,0.2,6,152,1
Riverside Medical Center,Urban,131,9,6,5,4,1.0,5,5,5
Summit Health Center,Urban,51,4,1,18,4,1.0,1,16,5
Riverside Medical Center,Urban,72,1,1,5,3,0.25,9,72,2
Summit Health Center,Urban,100,1,4,11,3,0.25,7,40,4
St. Mary’s Regional Health,Rural,49,12,6,18,3,0.3333333333333333,0,48,3
St. Mary’s Regional Health,Rural,10,5,1,13,4,1.0,0,21,4
